address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
1782 Quint Street,3,2,1270,climbsf_rented,http://www.climbsf.com/for-rent/1782-quint-st/,-122.399,37.7349,60.0281,rental,3600,closed,,2014-07-07,,Silver Terrace,73,SF
935 Union Street,2,3,1600,climbsf_rented,http://www.climbsf.com/for-rent/935-union-st/,-122.415,37.7997,56.3208,rental,5450,closed,,2014-07-14,,Russian Hill,70,SF
461 Second Street #557T,1,1,1812,climbsf_rented,http://www.climbsf.com/for-rent/461-2nd-st-557t/,-122.394,37.7838,17.879,rental,7500,closed,,2015-10-09,,South Beach,74,SF
1839 Jefferson Street,2,2,1460,climbsf_rented,http://www.climbsf.com/for-rent/1839-jefferson-st/,-122.443,37.8048,5.30748,rental,6400,closed,,2014-07-14,,Marina,43,SF
1788 Clay Street #701,1,1,754,climbsf_rented,http://www.climbsf.com/for-rent/1788-clay-st-701/,-122.422,37.7925,60.4305,rental,3900,closed,,2014-07-15,,Nob Hill,93,SF
338 Spear Street #17G,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-17g/,-122.391,37.7894,0.0,rental,3650,closed,,2015-10-04,,South Beach,74,SF
217 Theresa Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/217-theresa-st/,-122.436,37.7296,40.1391,rental,0,closed,,2015-10-04,,Mission Terrace,50,SF
717 San Bruno Avenue,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/717-san-bruno-ave/,-122.405,37.7603,66.2858,rental,3800,closed,,2015-10-04,,Potrero Hill,67,SF
451 Kansas Street #362,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-362/,-122.403,37.7639,21.4412,rental,3750,closed,,2015-10-04,,Potrero Hill,67,SF
425 1st Street #3205,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3205/,-122.392,37.7858,31.017,rental,3700,closed,,2015-10-04,,South Beach,74,SF
420 Mission Bay Boulevard North #308,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/420-mission-bay-blvd-n-308/,-122.388,37.7712,2.25164,rental,4975,closed,,2015-10-04,,Mission Bay,48,SF
1735 Beach Street,2,2,2200,climbsf_rented,http://www.climbsf.com/for-rent/1735-beach-st/,-122.438,37.804,7.70247,rental,7400,closed,,2014-08-11,,Marina,43,SF
555 4th Street #930,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-930/,-122.397,37.7791,3.09988,rental,3475,closed,,2015-10-04,,South Beach,74,SF
136 Cole Street,2,1,1100,climbsf_rented,http://www.climbsf.com/for-rent/136-cole-st/,-122.451,37.7737,83.7907,rental,4450,closed,,2014-08-12,,North Panhandle,55,SF
163 Liberty Street,3,2,2060,climbsf_rented,http://www.climbsf.com/for-rent/163-liberty-st/,-122.425,37.7571,41.2734,rental,7500,closed,,2014-08-12,,Eureka Valley / Dolores Heights,16,SF
451 Kansas Street #436,0,1,436,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-436/,-122.403,37.7639,21.4412,rental,2700,closed,,2014-08-12,,Potrero Hill,67,SF
250 King Street #604,1,1,587,climbsf_rented,http://www.climbsf.com/for-rent/250-king-st-604/,-122.393,37.7782,5.82981,rental,2975,closed,,2014-08-13,,South Beach,74,SF
1310 Minnesota Street #203,1,2,0,climbsf_rented,http://www.climbsf.com/for-rent/1310-minnesota-st-203/,-122.39,37.7537,6.36523,rental,3300,closed,,2015-10-04,,Central Waterfront/Dogpatch,89,SF
1515 15th Street,0,1,0,climbsf_rented,http://www.climbsf.com/for-rent/1515-15th-st/,-122.418,37.7666,6.28037,rental,3000,closed,,2015-10-04,,Inner Mission,33,SF
1737 Beach Street,3,3,0,climbsf_rented,http://www.climbsf.com/for-rent/1737-beach-st/,-122.438,37.8042,6.6914,rental,8500,closed,,2015-10-04,,Marina,43,SF
50 Lansing Street #305,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/50-lansing-st-305/,-122.394,37.786,27.3115,rental,4175,closed,,2015-10-04,,South Beach,74,SF
863 Indiana Street,1,1,835,climbsf_rented,http://www.climbsf.com/for-rent/863-indiana-st/,-122.391,37.7597,13.8344,rental,3800,closed,-545,2014-08-28,2016-02-24,Central Waterfront/Dogpatch,89,SF
750 Van Ness Avenue #203,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/750-van-ness-ave-203/,-122.42,37.7824,28.6855,rental,3100,closed,,2015-10-04,,Van Ness/Civic Center,80,SF
3664 19th Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/3664-19th-st/,-122.425,37.7601,12.8498,rental,4800,closed,,2015-10-04,,Mission Dolores,49,SF
301 Main Street #4F,1,1,804,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-4f/,-122.391,37.7894,4.83899e-05,rental,3575,closed,,2014-09-09,,South Beach,74,SF
301 Main Street #5C,2,2,1780,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-5c/,-122.391,37.7894,4.83899e-05,rental,7000,closed,,2014-09-17,,South Beach,74,SF
205 Beacon Street,4,3,2200,climbsf_rented,http://www.climbsf.com/for-rent/205-beacon-st/,-122.432,37.7397,137.914,rental,6000,closed,,2014-09-17,,Glen Park,23,SF
2560 Vallejo Street,3,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/2560-vallejo-st/,-122.439,37.795,63.2159,rental,7050,closed,,2014-09-24,,Pacific Heights,62,SF
1260 Clay Street #208,1,1,610,climbsf_rented,http://www.climbsf.com/for-rent/1260-clay-st-208/,-122.414,37.7935,98.2581,rental,3600,closed,,2014-09-24,,Nob Hill,93,SF
1001 Pine Street #1204,1,1,616,climbsf_rented,http://www.climbsf.com/for-rent/1001-pine-st-1204/,-122.413,37.7903,67.5895,rental,0,closed,,2015-10-04,,Downtown,14,SF
234 Grand View Avenue,3,2,1682,climbsf_rented,http://www.climbsf.com/for-rent/234-grand-view-ave/,-122.441,37.7545,131.494,rental,7300,closed,,2014-09-26,,Eureka Valley / Dolores Heights,16,SF
5800 Third Street #1109,3,3,1500,climbsf_rented,http://www.climbsf.com/for-rent/5800-3rd-st-1109/,-122.395,37.7253,7.88801,rental,4500,closed,,2014-09-30,,Bayview,4,SF
338 Spear Street #39E,3,2,1582,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-39e/,-122.391,37.7894,0.0,rental,7975,closed,,2014-09-30,,South Beach,74,SF
425 First Street #3307,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3307/,-122.392,37.7858,31.017,rental,4500,closed,,2015-10-04,,South Beach,74,SF
200 Townsend Street #47,1,2,734,climbsf_rented,http://www.climbsf.com/for-rent/200-townsend-st-47/,-122.39,37.7814,3.47041,rental,3600,closed,,2015-11-17,,South Beach,74,SF
260 King Street #605,2,2,1488,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-605/,-122.394,37.7774,4.2732,rental,4600,closed,,2014-10-02,,South Beach,74,SF
2125 Bryant Street #303,1,1,730,climbsf_rented,http://www.climbsf.com/for-rent/2125-bryant-st-303/,-122.41,37.7593,6.89281,rental,3450,closed,,2014-10-08,,Inner Mission,33,SF
325 China Basin Street #607,2,2,1777,climbsf_rented,http://www.climbsf.com/for-rent/325-china-basin-st-607/,-122.387,37.7716,1.65683,rental,5950,closed,,2014-10-08,,Mission Bay,48,SF
2633 Harrison St.,2,1,1300,climbsf_rented,http://www.climbsf.com/for-rent/2633-harrison-st/,-122.412,37.7552,14.5822,rental,4600,closed,,2014-10-14,,Inner Mission,33,SF
338 Spear Street #28B,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-28b/,-122.391,37.7894,0.0,rental,6900,closed,,2015-10-04,,South Beach,74,SF
1160 Mission Street #1212,1,1,660,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-1212/,-122.412,37.7784,12.0417,rental,3700,closed,,2014-10-14,,South of Market,75,SF
1625 Hyde Street,2,2,1565,climbsf_rented,http://www.climbsf.com/for-rent/1625-hyde-st/,-122.418,37.7956,67.402,rental,6600,closed,,2015-11-14,,Nob Hill,93,SF
1880 Jackson Street,1,1,1130,climbsf_rented,http://www.climbsf.com/for-rent/1880-jackson-st-101/,-122.426,37.7938,73.9823,rental,4800,closed,,2014-10-21,,Pacific Heights,62,SF
2539 Larkin Street,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/2539-larkin-st/,-122.421,37.8014,74.4627,rental,8500,closed,,2015-10-04,,Russian Hill,70,SF
1299 Bush Street #303,2,2,978,climbsf_rented,http://www.climbsf.com/for-rent/1299-bush-st-303/,-122.419,37.7889,49.8548,rental,4300,closed,,2014-11-04,,Downtown,14,SF
184 Cook Street,1,1,625,climbsf_rented,http://www.climbsf.com/for-rent/184-cook-st/,-122.452,37.7808,77.5204,rental,2800,closed,,2014-11-05,,Lone Mountain,41,SF
223 Mississippi Street #2,2,1,2300,climbsf_rented,http://www.climbsf.com/for-rent/223-mississippi-st-2/,-122.395,37.7635,18.0055,rental,5700,closed,,2014-11-05,,Potrero Hill,67,SF
567 Vallejo Street #301,3,3,2400,climbsf_rented,http://www.climbsf.com/for-rent/567-vallejo-st-301/,-122.407,37.7987,30.6378,rental,6950,closed,,2014-11-10,,Telegraph Hill,78,SF
333 1st Street #N305,1,1,709,climbsf_rented,http://www.climbsf.com/for-rent/333-1st-st-n305/,-122.394,37.787,19.2513,rental,3900,closed,,2014-11-11,,South Beach,74,SF
555 Fourth Street #912,0,1,525,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-912/,-122.397,37.7791,3.09988,rental,2950,closed,,2014-11-11,,South Beach,74,SF
325 Berry Street #416,2,2,1210,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-416/,-122.396,37.7736,2.45283,rental,4500,closed,,2014-11-12,,South Beach,74,SF
435 China Basin Street #118,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-118/,-122.389,37.7716,1.8728,rental,3625,closed,,2014-11-24,,Mission Bay,48,SF
88 Townsend Street #426,1,1,581,climbsf_rented,http://www.climbsf.com/for-rent/88-townsend-st-426/,-122.391,37.7809,5.89829,rental,3099,closed,-474,2014-11-24,2016-03-12,South Beach,74,SF
198 Dolores Street #6,1,1,750,climbsf_rented,http://www.climbsf.com/for-rent/198-dolores-st-6/,-122.427,37.7665,21.8358,rental,3400,closed,,2015-10-20,,Mission Dolores,49,SF
One Daniel Burnham Court #314,1,1,800,climbsf_rented,http://www.climbsf.com/for-rent/1-daniel-burnham-ct-314/,-122.422,37.7869,52.1365,rental,3180,closed,,2015-10-04,,Van Ness/Civic Center,80,SF
50 Lansing Street #108,1,1,715,climbsf_rented,http://www.climbsf.com/for-rent/50-lansing-st-108/,-122.394,37.786,27.3115,rental,3700,closed,,2014-11-24,,South Beach,74,SF
325 Berry Street #422,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-422/,-122.396,37.7736,2.45283,rental,3700,closed,,2015-10-04,,South Beach,74,SF
55 Hancock Street,2,1,1040,climbsf_rented,http://www.climbsf.com/for-rent/55-hancock-st-1/,-122.429,37.7602,30.889,rental,4400,closed,,2014-11-25,,Eureka Valley / Dolores Heights,16,SF
3065 Market Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/3065-market-st/,-122.442,37.7609,67.1337,rental,3900,closed,,2015-10-04,,Eureka Valley / Dolores Heights,16,SF
271 Paris Street,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/271-paris-st/,-122.433,37.7243,70.2703,rental,2900,closed,,2014-12-01,,Excelsior,17,SF
115 Farnum Street,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/115-farnum-st/,-122.434,37.7392,135.034,rental,3800,closed,,2015-10-04,,Glen Park,23,SF
720 York Street #214,1,1,700,climbsf_rented,http://www.climbsf.com/for-rent/720-york-st-214/,-122.409,37.7596,8.59589,rental,3500,closed,,2015-11-14,,Inner Mission,33,SF
743 Rhode Island Street,2,1,1300,climbsf_rented,http://www.climbsf.com/for-rent/743-rhode-island-st/,-122.402,37.7604,64.8289,rental,4800,closed,,2014-12-02,,Potrero Hill,67,SF
301 Mission Street #29F,2,2,1601,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-29f/,-122.396,37.7905,0.0,rental,7975,closed,,2014-12-08,,Yerba Buena,19,SF
634 Missouri Street,2,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/634-missouri-st/,-122.396,37.7582,39.6691,rental,4600,closed,,2014-12-09,,Potrero Hill,67,SF
451 Kansas Street #571,1,1,778,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-571/,-122.403,37.7639,21.4412,rental,3400,closed,,2014-12-09,,Potrero Hill,67,SF
637 Powell Street #202,2,1,1590,climbsf_rented,http://www.climbsf.com/for-rent/637-powell-st-202/,-122.409,37.7906,50.9419,rental,4500,closed,,2014-12-12,,Downtown,14,SF
219 Brannan Street #16K,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/219-brannan-st-16k/,-122.39,37.783,4.0227,rental,5995,closed,,2015-10-04,,South Beach,74,SF
435 China Basin Street #639,2,2,1590,climbsf_rented,http://www.climbsf.com/for-rent/435-china-basin-st-639/,-122.389,37.7716,1.8728,rental,6100,closed,,2014-12-18,,Mission Bay,48,SF
10 Mint Plaza #1,2,2,1559,climbsf_rented,http://www.climbsf.com/for-rent/10-mint-plaza-1/,-122.408,37.7829,10.2649,rental,8250,closed,,2014-12-23,,South of Market,75,SF
318 Spear Street #5A,1,1,850,climbsf_rented,http://www.climbsf.com/for-rent/318-spear-st-5a/,-122.391,37.7897,0.0,rental,3700,closed,,2014-12-23,,South Beach,74,SF
5800 Third Street #1204,3,2,1309,climbsf_rented,http://www.climbsf.com/for-rent/5800-3rd-st-1204/,-122.395,37.7253,7.88801,rental,3900,closed,,2014-12-31,,Bayview,4,SF
55 Junior Terrace,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/55-junior-terrace/,-122.441,37.7198,57.3815,rental,3800,closed,,2015-10-04,,Mission Terrace,50,SF
735 Geary Street #303,1,1,820,climbsf_rented,http://www.climbsf.com/for-rent/735-geary-st-303/,-122.415,37.7862,36.3448,rental,3000,closed,,2015-01-08,,Downtown,14,SF
149 Chenery Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/149-chenery-st/,-122.425,37.7393,70.6908,rental,3400,closed,,2015-10-04,,Glen Park,23,SF
301 Main Street #18A,2,2,1163,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-18a/,-122.391,37.7894,4.83899e-05,rental,5800,closed,-360,2015-01-14,2016-01-09,South Beach,74,SF
333 Fremont Street #102,1,1,983,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-102/,-122.393,37.7877,11.0817,rental,0,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #504,1,1,940,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-504/,-122.393,37.7877,12.2255,rental,3795,closed,,2015-01-16,,South Beach,74,SF
219 Brannan St. #14K,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/219-brannan-st-14k/,-122.39,37.783,4.0227,rental,5895,closed,,2015-10-04,,South Beach,74,SF
425 1st Street #3402,2,2,1309,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3402/,-122.392,37.7858,31.017,rental,6600,closed,,2015-01-16,,South Beach,74,SF
400 Beale Street #1003,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-1003/,-122.391,37.7871,7.36737,rental,4500,closed,,2015-10-04,,South Beach,74,SF
2072 Vallejo Street,1,1,1079,climbsf_rented,http://www.climbsf.com/for-rent/2072-vallejo-st/,-122.431,37.796,54.3873,rental,3575,closed,,2015-01-21,,Pacific Heights,62,SF
301 Main Street #16E,2,2,1180,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-16e/,-122.391,37.7894,4.83899e-05,rental,5400,closed,,2015-01-21,,South Beach,74,SF
2035 9th Avenue,2,1,1200,climbsf_rented,http://www.climbsf.com/for-rent/2035-9th-ave/,-122.466,37.7503,193.474,rental,4600,closed,,2015-01-26,,Golden Gate Heights,24,SF
727 Green Street,2,2,1200,climbsf_rented,http://www.climbsf.com/for-rent/727-green-st/,-122.411,37.7992,34.3863,rental,4600,closed,-379,2015-01-26,2016-02-09,North Beach,54,SF
18 Lansing Street #308,1,1,1178,climbsf_rented,http://www.climbsf.com/for-rent/18-lansing-st-308/,-122.394,37.7864,23.0383,rental,4200,closed,-359,2015-01-26,2016-01-20,South Beach,74,SF
301 Main Street #22A,2,2,1163,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-22a/,-122.391,37.7894,4.83899e-05,rental,5800,closed,,2015-01-26,,South Beach,74,SF
539 Octavia Street #17,0,1,322,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-17/,-122.425,37.7773,21.7199,rental,2375,closed,,2015-01-27,,Hayes Valley,27,SF
325 Berry Street #314,1,1,853,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-314/,-122.396,37.7736,2.45283,rental,3700,closed,,2015-01-27,,South Beach,74,SF
520 Sixth Street #11,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/520-6th-st-11/,-122.402,37.7755,3.00654,rental,0,closed,,2015-10-04,,South of Market,75,SF
539 Octavia Street #13,0,1,280,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-13/,-122.425,37.7773,21.7199,rental,1995,closed,,2015-02-01,,Hayes Valley,27,SF
101 Mateo Street,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/101-mateo-st/,-122.429,37.737,98.1206,rental,5100,closed,,2015-10-04,,Glen Park,23,SF
1521 Sutter Street #206,2,2,952,climbsf_rented,http://www.climbsf.com/for-rent/1521-sutter-st-206/,-122.426,37.7867,71.2571,rental,4650,closed,-392,2015-02-03,2016-03-01,Lower Pacific Heights,42,SF
250 King Street #776,1,1,714,climbsf_rented,http://www.climbsf.com/for-rent/250-king-st-776/,-122.393,37.7782,5.82981,rental,3500,closed,,2015-02-03,,South Beach,74,SF
355 Bryant Street #401,1,1,1462,climbsf_rented,http://www.climbsf.com/for-rent/355-bryant-st-401/,-122.392,37.7836,15.7653,rental,5995,closed,-394,2015-02-03,2016-03-03,South Beach,74,SF
81 Lansing Street #408,1,1,1115,climbsf_rented,http://www.climbsf.com/for-rent/81-lansing-st-408/,-122.394,37.7856,28.4004,rental,4600,closed,,2015-02-03,,South Beach,74,SF
425 First Street #3308,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3308/,-122.392,37.7858,31.017,rental,4400,closed,,2015-10-04,,South Beach,74,SF
7 Colby Street,3,2,1400,climbsf_rented,http://www.climbsf.com/for-rent/7-colby-st/,-122.415,37.7308,50.3703,rental,3700,closed,,2015-02-07,,Portola,66,SF
451 Kansas Street #480,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-480/,-122.403,37.7639,21.4412,rental,4200,closed,,2015-10-04,,Potrero Hill,67,SF
539 Octavia Street #4,0,1,300,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-4/,-122.425,37.7773,21.7199,rental,1950,closed,,2015-02-16,,Hayes Valley,27,SF
870 Harrison Street #603,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/870-harrison-st-603/,-122.401,37.7797,2.91992,rental,3500,closed,,2015-10-04,,Yerba Buena,19,SF
333 Fremont Street #808,2,2,1251,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-808/,-122.393,37.7877,11.0817,rental,4767,closed,,2015-02-20,,South Beach,74,SF
35 Dolores Street #410,2,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/35-dolores-st-410/,-122.427,37.7686,33.7334,rental,6050,closed,,2015-02-25,,Mission Dolores,49,SF
One Hawthorne Street #11F,2,2,1395,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-11f/,-122.399,37.7857,8.63035,rental,6000,closed,,2015-10-04,,Yerba Buena,19,SF
1310 Minnesota Street #101,1,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/1310-minnesota-st-101/,-122.39,37.7537,6.36523,rental,0,closed,,2015-10-04,,Central Waterfront/Dogpatch,89,SF
461 Second Street #102,2,2,1635,climbsf_rented,http://www.climbsf.com/for-rent/461-2nd-st-102/,-122.394,37.7838,17.879,rental,7000,closed,-336,2015-03-12,2016-02-11,South Beach,74,SF
300 Berry Street #510,2,1,960,climbsf_rented,http://www.climbsf.com/for-rent/300-berry-st-510/,-122.396,37.7739,1.38426,rental,4000,closed,,2015-03-17,,South Beach,74,SF
401 Harrison Street #3803,2,2,1339,climbsf_rented,http://www.climbsf.com/for-rent/401-harrison-st-3803/,-122.392,37.7864,22.3907,rental,7225,closed,,2015-03-09,,South Beach,74,SF
539 Octavia Street #9,0,1,180,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-9/,-122.425,37.7773,21.7199,rental,1500,closed,,2015-03-18,,Hayes Valley,27,SF
333 Fremont Street #709,2,2,1235,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-709/,-122.393,37.7877,11.0817,rental,4795,closed,,2015-03-19,,South Beach,74,SF
260 King Street #1413,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-1413/,-122.394,37.7774,4.2732,rental,3950,closed,,2015-10-04,,South Beach,74,SF
318 Spear Street #6K,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/318-spear-st-6k/,-122.391,37.7897,0.0,rental,4600,closed,,2015-10-04,,South Beach,74,SF
810 Faxon Avenue,3,2,2335,climbsf_rented,http://www.climbsf.com/for-rent/810-faxon-ave/,-122.46,37.7279,108.801,rental,5650,closed,,2015-03-25,,Westwood Park,85,SF
601 Fourth Street #226,1,1,1174,climbsf_rented,http://www.climbsf.com/for-rent/601-4th-st-226/,-122.396,37.7783,2.92036,rental,3650,closed,,2015-03-25,,South Beach,74,SF
338 Spear Street #38F,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-38f/,-122.391,37.7894,0.0,rental,7500,closed,,2015-10-04,,South Beach,74,SF
539 Octavia Street #11,0,1,200,climbsf_rented,http://www.climbsf.com/for-rent/539-octavia-st-11/,-122.425,37.7773,21.7199,rental,1600,closed,,2015-03-30,,Hayes Valley,27,SF
